generation,total_predators,total_energy,avg_speed,avg_size,avg_reproduction_threshold,total_speed,total_size,total_reproduction_threshold,avg_energy
358,62776,23081868,-185.71764,3.1421206,0,-11658610,197249.77,0,367.6862
359,100935,26320386,-207.39708,3.2683952,0,-20933624,329895.47,0,260.7657
360,95718,24938856,-209.21451,3.2800317,0,-20025594,313958.06,0,260.5451
361,71678,26742798,-190.0738,3.0486956,0,-13624110,218524.4,0,373.0963
362,113501,30634846,-214.341,3.1764905,0,-24327918,360534.84,0,269.90817
363,106853,28700492,-216.98277,3.198308,0,-23185260,341748.8,0,268.5979
364,77492,30720712,-200.25763,3.0094728,0,-15518364,233210.08,0,396.4372
365,120132,35197536,-228.07036,3.1708095,0,-27398548,380915.7,0,292.9905
366,113748,33044596,-230.2488,3.1797779,0,-26190340,361693.38,0,290.50705
367,83183,35461696,-211.47508,2.9792466,0,-17591132,247822.67,0,426.30942
368,70779,38778560,-210.78264,2.9599712,0,-14918984,209503.8,0,547.88226
369,109660,43808710,-253.06929,3.2529175,0,-27751578,356714.94,0,399.49582
370,106124,41469750,-253.57303,3.2466025,0,-26910184,344542.44,0,390.76694
371,81071,44192920,-236.40067,3.0561507,0,-19165238,247765.19,0,545.1138
372,129001,50008450,-268.96634,3.190686,0,-34696930,411601.7,0,387.6594
373,122253,46374428,-272.08987,3.1974714,0,-33263802,390900.47,0,379.3316
374,89861,49358684,-253.84679,2.989001,0,-22810926,268594.63,0,549.27814
375,74498,53888140,-259.21274,3.0268085,0,-19310830,225491.19,0,723.35016
376,117828,60585020,-307.55576,3.3083537,0,-36238680,389816.7,0,514.1819
377,113327,57275216,-310.39157,3.3121467,0,-35175744,375355.66,0,505.3978
378,82586,60666264,-303.08456,3.229906,0,-25030542,266745.03,0,734.5829
379,130329,68238600,-343.8855,3.4051132,0,-44818252,443785,0,523.5872
380,118409,63595720,-358.59625,3.5233166,0,-42461024,417192.4,0,537.0852
381,77431,67620430,-362.91235,3.6038268,0,-28100666,279047.9,0,873.2992
382,123648,76492890,-404.21942,3.744755,0,-49980924,463031.47,0,618.6343
383,114083,71451870,-415.24677,3.8158438,0,-47372596,435322.9,0,626.3148
384,75165,76318390,-413.7028,3.8250303,0,-31095970,287508.4,0,1015.3448
385,107997,86668070,-495.5569,4.285701,0,-53518656,462842.84,0,802.50446
386,100180,81316220,-508.6058,4.363886,0,-50952130,437174.1,0,811.7012
387,65608,87248296,-506.65875,4.377233,0,-33240868,287181.5,0,1329.8423
388,98382,99199790,-593.6504,4.8007326,0,-58404510,472305.7,0,1008.31244
389,90720,93423140,-613.2948,4.9155984,0,-55638104,445943.1,0,1029.7965
390,61198,100433000,-599.9721,4.81654,0,-36717092,294762.6,0,1641.1157
391,96845,114273820,-677.1602,5.0692134,0,-65579584,490927.97,0,1179.9662
392,91741,107610456,-683.72626,5.086626,0,-62725732,466652.16,0,1172.9811
393,62065,115935260,-669.3992,4.975472,0,-41546260,308802.66,0,1867.9652
394,97418,131891370,-759.40936,5.2663608,0,-73980140,513038.3,0,1353.8706
395,92025,124264630,-768.74615,5.2943707,0,-70743864,487214.44,0,1350.3356
396,63715,133577576,-736.0433,5.0878105,0,-46896996,324169.84,0,2096.4856
397,101467,152008050,-823.0369,5.309175,0,-83511090,538706.06,0,1498.1033
398,95664,143213310,-833.2858,5.339271,0,-79715460,510776.03,0,1497.045
399,66864,153762770,-791.49255,5.0940084,0,-52922360,340605.78,0,2299.6345
400,107053,174866850,-880.2298,5.290187,0,-94231240,566330.4,0,1633.4604
401,101537,164380940,-886.91473,5.2967525,0,-90054664,537816.4,0,1618.9265
402,70724,176829070,-847.797,5.052466,0,-59959596,357330.6,0,2500.2698
403,112364,201341040,-950.5299,5.275028,0,-106805340,592723.25,0,1791.8643
404,107336,189470670,-954.355,5.2621813,0,-102436650,564821.5,0,1765.2108
405,77284,203440820,-885.10565,4.9151607,0,-68404504,379863.28,0,2632.3794
406,128290,231615360,-956.2254,4.9784393,0,-122674160,638684,0,1805.4047
407,119635,217704350,-976.71655,5.0448723,0,-116849490,603543.3,0,1819.7379
408,83835,233281250,-926.965,4.806321,0,-77712110,402937.94,0,2782.6235
409,126128,265932220,-1071.9141,5.1897025,0,-135198380,654566.8,0,2108.4314
410,118090,250711600,-1093.0841,5.2476463,0,-129082300,619694.56,0,2123.0552
411,82580,269819940,-1038.461,5.0087705,0,-85756110,413624.28,0,3267.3762
412,126652,306937380,-1196.5377,5.3698444,0,-151543890,680101.56,0,2423.4705
413,115516,289582850,-1242.9219,5.5284224,0,-143577360,638621.25,0,2506.8635
414,79034,310683840,-1198.5094,5.348482,0,-94722990,422711.94,0,3931.015
415,119640,352970620,-1394.5917,5.8001857,0,-166848940,693934.2,0,2950.2727
416,111947,332983940,-1423.592,5.8672256,0,-159366860,656818.3,0,2974.4785
417,77345,358318340,-1366.514,5.6469936,0,-105693020,436766.72,0,4632.728
418,122251,407546700,-1537.4519,5.9267564,0,-187955040,724551.9,0,3333.688
419,115045,383780350,-1564.1351,5.970825,0,-179945920,686913.56,0,3335.915
420,80688,413923360,-1487.3503,5.667063,0,-120011320,457264,0,5129.925
421,131291,470916100,-1636.7935,5.822798,0,-214896260,764480.94,0,3586.8118
422,124013,443905250,-1659.8666,5.8533897,0,-205845040,725896.44,0,3579.5059
423,88768,477583040,-1552.8127,5.484975,0,-137840080,486890.25,0,5380.126
424,140744,543951400,-1745.0554,5.733707,0,-245606080,806984.9,0,3864.8286
425,131195,511864860,-1783.4857,5.807367,0,-233984420,761897.5,0,3901.5576
426,92271,552711800,-1690.339,5.4952626,0,-155969260,507053.38,0,5990.0923
427,143823,628180700,-1935.0232,5.8526735,0,-278300830,841749.06,0,4367.7344
428,132889,591996400,-1993.0383,5.9722333,0,-264852860,793644.1,0,4454.819
429,86545,635874370,-2009.162,5.9836216,0,-173882930,517852.53,0,7347.3267
430,123866,723824640,-2439.1538,6.7416477,0,-302128220,835060.94,0,5843.6104
431,112064,684587650,-2558.0325,6.985882,0,-286663360,782865.9,0,6108.899
432,73834,736317300,-2556.7288,6.946736,0,-188773520,512905.28,0,9972.6045
433,111109,839495200,-2991.084,7.5662417,0,-332336350,840677.56,0,7555.6
434,104682,791827460,-3040.8853,7.633001,0,-318325950,799037.8,0,7564.1226
435,70548,853468300,-2981.7314,7.434518,0,-210355180,524490.4,0,12097.696
436,116525,973513660,-3222.1665,7.526591,0,-375462940,877036,0,8354.548
437,111267,916872500,-3233.173,7.505612,0,-359745470,835126.94,0,8240.291
438,76495,985293500,-3106.8289,7.1895475,0,-237656880,549964.44,0,12880.495
439,123377,1120757900,-3426.0454,7.405882,0,-422695200,913715.5,0,9084.01
440,111749,1058069200,-3614.2898,7.7006836,0,-403893280,860543.7,0,9468.266
441,72773,1136718100,-3670.7502,7.7107506,0,-267131500,561134.44,0,15620.053
442,116186,1293321600,-4090.0996,8.000546,0,-475212320,929551.44,0,11131.476
443,109174,1218299900,-4161.768,8.068484,0,-454356860,880868.7,0,11159.249
444,74654,1312374100,-4015.283,7.7537,0,-299756930,578844.7,0,17579.422
445,121248,1492104100,-4414.0386,7.9834967,0,-535193380,967983,0,12306.216
446,113449,1407443100,-4509.1777,8.087631,0,-511561730,917533.6,0,12405.954
447,76000,1513507600,-4448.959,7.920208,0,-338120900,601935.8,0,19914.574
448,104720,1723380500,-5744.4854,9.383828,0,-601562500,982674.44,0,16457.033
449,97515,1625489300,-5902.0737,9.554325,0,-575540740,931690,0,16669.121
450,125709,1856280200,-6349.7935,9.68954,0,-798226200,1218062.4,0,14766.486
451,114166,1710810900,-6486.488,9.794474,0,-740536400,1118195.9,0,14985.292
452,68317,1855563100,-6479.157,9.760202,0,-442636580,666787.75,0,27161.074
453,111752,2134685400,-6922.227,9.807808,0,-773572740,1096042.1,0,19101.988
454,105715,2034756100,-6980.6147,9.829836,0,-737955700,1039161.1,0,19247.563
455,69833,2208405800,-6903.163,9.688661,0,-482068580,676588.25,0,31624.1
456,116691,2525946600,-7354.7075,9.702641,0,-858228160,1132210.9,0,21646.457
457,111411,2395275800,-7371.1655,9.670847,0,-821228900,1077438.8,0,21499.455
458,76850,2587547000,-7085.7236,9.310319,0,-544537860,715498,0,33670.098
459,131398,2953462800,-7411.6045,9.185932,0,-973870000,1207013.1,0,22477.229
460,126075,2785976800,-7403.4644,9.13036,0,-933391740,1151110.1,0,22097.773
461,89842,3003893200,-6926.239,8.596006,0,-622267140,772282.4,0,33435.29
462,152776,3418651000,-7282.1313,8.534612,0,-1112534900,1303883.9,0,22376.885
463,145949,3227288000,-7291.187,8.503617,0,-1064141440,1241094.5,0,22112.438
464,100776,3475438300,-6999.652,8.15841,0,-705396900,822171.94,0,34486.766
465,85360,3799857700,-7039.988,8.127203,0,-600933400,693738.06,0,44515.67
466,147321,4277651000,-7698.569,8.333968,0,-1134160900,1227768.5,0,29036.26
467,126581,4057082400,-8546.5205,9.028703,0,-1081827100,1142862.3,0,32051.275
468,63296,4314749400,-11439.324,11.493514,0,-724063500,727493.44,0,68167.805
469,97356,4861160000,-13291.85,12.484866,0,-1294041300,1215476.6,0,49931.797
470,183537,5223875000,-14175.256,12.594814,0,-2601684000,2311614.5,0,28462.244
471,150537,4296407000,-14489.013,12.713847,0,-2181132500,1913904.4,0,28540.54
472,67241,4631009000,-14955.414,13.17646,0,-1005617000,885998.4,0,68871.805
473,104667,5371995000,-16089.858,13.384962,0,-1684077200,1400963.9,0,51324.63
474,98249,5124193300,-16262.907,13.438335,0,-1597814400,1320303,0,52155.168
475,121172,5936038000,-17524.139,13.705114,0,-2123434900,1660676.1,0,48988.527
476,110309,5549147000,-17773.49,13.77423,0,-1960576000,1519421.5,0,50305.48
477,62942,6058049500,-18186.992,14.091183,0,-1144725600,886927.25,0,96248.125
478,101684,6998164500,-19551.758,14.262311,0,-1988101000,1450248.9,0,68822.67
479,95798,6688835000,-19754.453,14.31474,0,-1892437100,1371323.5,0,69822.28
480,119910,7751294000,-21330.68,14.588599,0,-2557761800,1749318.9,0,64642.598
481,109637,7226021000,-21632.844,14.66209,0,-2371760000,1607507.6,0,65908.59
482,62905,7868237000,-22152.84,14.976039,0,-1393524400,942067.75,0,125081.266
483,101708,9100845000,-23807.393,15.140843,0,-2421402400,1539944.9,0,89480.13
484,96055,8677327000,-24056.385,15.190993,0,-2310736100,1459170.9,0,90337.06
485,120312,10015784000,-25951.932,15.47571,0,-3122328800,1861913.6,0,83248.42
486,109778,9311074000,-26315.402,15.545254,0,-2888852200,1706526.9,0,84817.305
487,62911,10147676000,-26942.656,15.863447,0,-1694989400,997985.3,0,161302.1
488,101964,11716395000,-28900.58,16.04946,0,-2946818800,1636467.1,0,114907.17
489,96183,11182819000,-29198.838,16.104115,0,-2808431900,1548942.1,0,116266.07
490,120562,12902244000,-31491.354,16.412502,0,-3796660500,1978724,0,107017.51
491,110013,11980932000,-31930.744,16.48199,0,-3512797000,1813233.3,0,108904.695
492,62964,13044004000,-32715.941,16.787601,0,-2059926500,1057014.5,0,207166.06
493,101912,15064051000,-35129.703,16.973394,0,-3580138200,1729792.5,0,147814.3
494,96204,14362029000,-35478.84,17.031708,0,-3413206300,1638518.4,0,149287.23
495,120728,16584378000,-38292.91,17.318918,0,-4623026700,2090878.3,0,137369.78
496,110215,15355953000,-38805.875,17.405657,0,-4276989700,1918364.4,0,139327.25
497,62967,16730098000,-39679.15,17.733437,0,-2498477000,1116621.3,0,265696.28
498,102080,19335746000,-42580.12,17.940805,0,-4346579000,1831397.5,0,189417.56
499,96409,18452240000,-43000.668,18.005848,0,-4145651500,1735925.9,0,191395.4
500,121076,21287127000,-46284.434,18.353464,0,-5603934000,2222164,0,175816.23
501,110502,19777702000,-46922.75,18.434206,0,-5185058000,2037016.6,0,178980.48
502,63313,21522233000,-48091.016,18.805902,0,-3044786400,1190658.1,0,339933.88
503,102430,24846258000,-51607.086,19.016119,0,-5286114000,1947821.1,0,242568.17
504,96622,23679685000,-52143.28,19.077017,0,-5038188000,1843259.5,0,245075.5
505,121108,27371127000,-56151.656,19.432446,0,-6800414700,2353424.5,0,226005.94
506,110690,25436390000,-56942.06,19.510895,0,-6302916600,2159661,0,229798.44
507,63426,27735122000,-58345.94,19.885365,0,-3700649700,1261249.1,0,437283.16
508,102772,32002263000,-62681.445,20.113434,0,-6441897500,2067097.9,0,311390.88
509,96880,30576552000,-63349.215,20.179228,0,-6137272000,1954963.6,0,315612.63
510,121706,35365745000,-68428.125,20.534489,0,-8328113000,2499170.5,0,290583.4
511,111135,32989667000,-69455.28,20.626118,0,-7718913000,2292283.5,0,296843.2
512,63866,35929657000,-71342.055,21.010473,0,-4556331500,1341854.9,0,562578.8
513,103150,41488820000,-76775.09,21.248425,0,-7919351300,2191775,0,402218.3
514,97228,39701053000,-77603.12,21.321163,0,-7545195500,2073014,0,408329.44
515,122274,45984686000,-83917.62,21.702862,0,-10260943000,2653695.8,0,376079.03
516,111765,42861750000,-85182.125,21.800398,0,-9520380000,2436521.5,0,383498.84
517,64294,46596660000,-87374.03,22.201046,0,-5617626000,1427394,0,724743.56
518,103614,53817504000,-94111.25,22.42302,0,-9751243000,2323338.8,0,519403.78
519,97647,51600867000,-95152.25,22.501474,0,-9291332000,2197201.5,0,528442.94
520,122866,59630110000,-102922.164,22.916279,0,-12645635000,2815631.5,0,485326.38
521,112065,55603614000,-104523.68,23.0082,0,-11713446000,2578414,0,496172.88
522,64446,60536103000,-107319.72,23.394419,0,-6916326400,1507676.8,0,939330.6
523,103888,69990590000,-115772.63,23.64432,0,-12027387000,2456361,0,673711.94
524,98051,66952080000,-117048.03,23.718359,0,-11476677000,2325608.8,0,682829.1
525,123138,77516595000,-126777.99,24.09719,0,-15611188000,2967280,0,629509.94
526,112546,72188895000,-128733.336,24.194979,0,-14488422000,2723048,0,641416.8
527,64668,78566965000,-132168.95,24.619173,0,-8547101700,1592072.6,0,1214928
528,104170,90718720000,-142752.5,24.863283,0,-14870528000,2590008.3,0,870871.8
529,98198,86904510000,-144399.5,24.93135,0,-14179742000,2448208.8,0,884992.7
530,123586,100355930000,-156421.92,25.30101,0,-19331560000,3126850.8,0,812033.2
531,112575,93714390000,-158979.45,25.402824,0,-17897112000,2859723,0,832461.8
532,64823,102197970000,-163689.11,25.786005,0,-10610819000,1671526.3,0,1576569.6
533,104642,118202080000,-176764.39,26.031166,0,-18496979000,2723953.3,0,1129585.5
534,98688,113249740000,-178890.56,26.109783,0,-17654352000,2576722.3,0,1147553.3
535,124116,130917180000,-193790.78,26.54356,0,-24052537000,3294480.5,0,1054797
536,113183,122421500000,-196966.94,26.632534,0,-22293310000,3014350,0,1081624.5
537,65097,133050870000,-202947.88,27.085663,0,-13211298000,1763195.4,0,2043886.4
538,104642,153642500000,-219399.08,27.33807,0,-22958359000,2860710.3,0,1468268
539,98505,147526320000,-222045.52,27.427387,0,-21872593000,2701734.8,0,1497653.1
540,124036,170848300000,-240548.53,27.908438,0,-29836677000,3461651,0,1377409
541,113231,159601560000,-244300.34,28.037292,0,-27662373000,3174690.8,0,1409521.8
542,65049,174197310000,-250947.77,28.572285,0,-16323901000,1858598.5,0,2677939.8
543,105024,201055520000,-270421.8,28.92753,0,-28400781000,3038085,0,1914376.9
544,98899,192885110000,-273535.6,29.017311,0,-27052397000,2869783,0,1950324.3
545,124410,223204490000,-295755.44,29.538267,0,-36794933000,3674855.8,0,1794104.1
546,113547,207926250000,-300258.06,29.677244,0,-34093402000,3369762,0,1831191
547,65084,226489120000,-308190.66,30.272327,0,-20058280000,1970244.1,0,3479951
548,104956,261496730000,-332005,30.629707,0,-34845917000,3214771.5,0,2491489.3
549,98839,251569960000,-335880.94,30.737926,0,-33198135000,3038106,0,2545250
550,124788,290682730000,-363405.53,31.296322,0,-45348650000,3905405.5,0,2329412.5
551,113705,270818120000,-369094.28,31.447798,0,-41967866000,3575771.8,0,2381760.8
552,65075,294631050000,-379119.63,32.05938,0,-24671210000,2086264.1,0,4527561
553,104982,340167000000,-408778.25,32.367207,0,-42914357000,3397974.3,0,3240241.3
554,98752,325868260000,-413851.75,32.491886,0,-40868688000,3208638.8,0,3299865
555,123930,377772540000,-448238.84,33.046738,0,-55550240000,4095482.3,0,3048273.5
556,113287,352413580000,-455512.25,33.183277,0,-51603616000,3759234,0,3110803.3
557,65052,383967130000,-468250.1,33.80079,0,-30460604000,2198809,0,5902464.5
558,105032,443140150000,-504944.28,34.149258,0,-53035307000,3586765,0,4219096.5
559,98855,424491650000,-511035.5,34.265617,0,-50518413000,3387327.5,0,4294083.5
560,124424,491146700000,-552473.5,34.866398,0,-68740964000,4338216.5,0,3947363
561,113558,458414800000,-560933.25,35.037933,0,-63698460000,3978837.5,0,4036834
562,65109,499572150000,-576282.1,35.765617,0,-37521154000,2328663.5,0,7672858.5
563,105038,576915960000,-621803.25,36.149494,0,-65312970000,3797070.5,0,5492450
564,98967,553553800000,-629069.8,36.269184,0,-62257150000,3589452.5,0,5593317
565,124574,639957340000,-680890.75,36.937134,0,-84821290000,4601406.5,0,5137166
566,113536,596188600000,-691688.6,37.12528,0,-78531560000,4215055.5,0,5251097.5
567,65151,648746240000,-708595.3,37.884716,0,-46165692000,2468227.3,0,9957579
568,104954,749679350000,-764118.7,38.321568,0,-80197310000,4022001.8,0,7142932.5
569,98887,717449100000,-772912.7,38.481884,0,-76431020000,3805358,0,7255241.5
570,124296,828987600000,-834074,39.271774,0,-103672060000,4881324.5,0,6669463.5
571,113322,772086300000,-847353.4,39.45474,0,-96023780000,4471090,0,6813207.5
572,65081,841621960000,-868961.8,40.25663,0,-56552903000,2619941.8,0,12931915
573,105072,971956360000,-937922.75,40.728004,0,-98549420000,4279373,0,9250384
574,98975,928885240000,-949138.25,40.8752,0,-93940960000,4045622.8,0,9385049
575,124274,1074335800000,-1025699.56,41.660793,0,-127467790000,5177353.5,0,8644896
576,113381,1000453200000,-1042130.2,41.85293,0,-118157760000,4745327,0,8823817
577,65133,1090705360000,-1068652.9,42.683346,0,-69604565000,2780094.3,0,16745818
578,105132,1259261300000,-1152582.6,43.196545,0,-121173310000,4541339,0,11977906
579,99018,1205385200000,-1165958.4,43.355015,0,-115450860000,4292927,0,12173394
580,124558,1392630700000,-1256929.5,44.27284,0,-156560620000,5514536,0,11180580
581,113573,1294109900000,-1275797.9,44.500893,0,-144896200000,5054100,0,11394521
582,65061,1408068700000,-1304484.9,45.48733,0,-84871094000,2959451.3,0,21642286
583,104912,1625747500000,-1404001.6,46.04398,0,-147296620000,4830566,0,15496297
584,98874,1555086600000,-1419171,46.22852,0,-140319110000,4570798.5,0,15727963
585,124332,1799333100000,-1527762.8,47.192818,0,-189949800000,5867577.5,0,14472003
586,113543,1671272900000,-1550042.8,47.432487,0,-175996500000,5385627,0,14719295
587,65078,1818527000000,-1580482.5,48.50067,0,-102854640000,3156326.8,0,27943806
588,104840,2100570200000,-1701897.8,49.140915,0,-178426950000,5151933.5,0,20035962
589,98817,2011199300000,-1720869.3,49.34238,0,-170051140000,4875866,0,20352766
590,124388,2324650500000,-1851190.6,50.376675,0,-230265900000,6266254,0,18688704
591,113544,2160568000000,-1877595.1,50.634323,0,-213189660000,5749223.5,0,19028466
592,65155,2349587500000,-1913263.9,51.760525,0,-124658704000,3372457,0,36061508
593,105006,2705772800000,-2054757.1,52.544903,0,-215761830000,5517530,0,25767792
594,98810,2586784800000,-2077111.5,52.730972,0,-205239390000,5210347.5,0,26179382
595,124384,2989104600000,-2228042.3,53.895092,0,-277132800000,6703687,0,24031262
596,113488,2780207800000,-2260059.3,54.20404,0,-256489600000,6151508,0,24497812
597,65062,3024479600000,-2304852.5,55.535114,0,-149958310000,3613225.5,0,46486116
598,104854,3493164000000,-2475256.5,56.401016,0,-259540550000,5913872,0,33314552
599,98873,3335029800000,-2500803.8,56.633392,0,-247261970000,5599513.5,0,33730440
600,124126,3860987000000,-2682854,57.909817,0,-333011940000,7188114,0,31105386
601,113431,3594481300000,-2719742.5,58.26939,0,-308503120000,6609555,0,31688704
602,65129,3914418600000,-2772008.8,59.72884,0,-180538160000,3890079.5,0,60102544
603,104902,4521046000000,-2980345.8,60.695415,0,-312644240000,6367070.5,0,43097810
604,98885,4335244000000,-3012228,60.956406,0,-297864170000,6027674,0,43841268
605,124514,5009022000000,-3238774.5,62.35104,0,-403272760000,7763577.5,0,40228584
606,113448,4660777000000,-3288997.5,62.72685,0,-373130200000,7116235.5,0,41082940
607,65116,5066867000000,-3355886.8,64.12295,0,-218521930000,4175430,0,77812936
608,104694,5843506000000,-3615745.8,65.01301,0,-378546880000,6806471.5,0,55815100
609,98565,5591809400000,-3656395.5,65.23662,0,-360392620000,6430047.5,0,56732200
610,124130,6462962000000,-3925996.8,66.520775,0,-487334000000,8257223.5,0,52066076
611,113341,6009718000000,-3981840.8,66.851555,0,-451305800000,7577022.5,0,53023336
612,65167,6539898000000,-4057571.8,68.2507,0,-264419770000,4447693.5,0,100355980
613,105066,7544926400000,-4365203.5,69.09234,0,-458634500000,7259256,0,71811304
614,98945,7186333300000,-4412521,69.38787,0,-436596870000,6865583,0,72629576
615,124326,8302142400000,-4734935,70.67414,0,-588675550000,8786633,0,66777204
616,113495,7685331000000,-4802573,71.01725,0,-545068020000,8060102.5,0,67715150
617,64987,8344649000000,-4893646.5,72.42872,0,-318023400000,4706925,0,128404900
618,104886,9631380000000,-5253635,73.29917,0,-551032800000,7688056.5,0,91827130
619,98937,9163813000000,-5308681.5,73.54184,0,-525225030000,7276009,0,92622710
620,124256,10575242000000,-5690478,74.95876,0,-707076000000,9314076,0,85108504
621,113296,9808836000000,-5772178.5,75.36551,0,-653964740000,8538611,0,86577070
622,65123,10642723000000,-5883663,76.76723,0,-383161800000,4999312,0,163424960
623,104952,12277919000000,-6315689,77.759,0,-662844200000,8160962.5,0,116986040
624,98940,11698888000000,-6385346,78.02055,0,-631766100000,7719353.5,0,118242250
625,124500,13507089000000,-6861336,79.367035,0,-854236300000,9881196,0,108490670
626,113538,12525217000000,-6961780,79.79782,0,-790426550000,9060085,0,110317400
627,65056,13609228000000,-7107820.5,81.47868,0,-462406400000,5300677,0,209192510
628,104780,15727173000000,-7646986,82.57876,0,-801251200000,8652602,0,150097090
629,98782,15030247000000,-7736166,82.90458,0,-764193900000,8189480,0,152155730
630,124156,17379080000000,-8328116,84.6031,0,-1033985600000,10503983,0,139977760
631,113359,16149920000000,-8454715,84.99098,0,-958418060000,9634493,0,142467020
632,64958,17584054000000,-8658883,86.6477,0,-562463700000,5628461,0,270698800
633,104718,20308015000000,-9334330,87.71154,0,-977472300000,9184977,0,193930510
634,98604,19444898000000,-9439902,88.14436,0,-930812130000,8691387,0,197201920
635,124160,22478687000000,-10173929,89.81421,0,-1263195000000,11151332,0,181046130
636,113238,20954885000000,-10331270,90.272995,0,-1169892300000,10222333,0,185051710
637,65098,22820342000000,-10570788,92.17471,0,-688137200000,6000389.5,0,350553660
638,104892,26352003000000,-11378711,93.4984,0,-1193535700000,9807234,0,251229860
639,98737,25301373000000,-11514106,93.89459,0,-1136868300000,9270870,0,256250180
640,124574,29264672000000,-12406044,95.7389,0,-1545470500000,11926578,0,234917970
641,113676,27214544000000,-12595136,96.23587,0,-1431764700000,10939709,0,239404480
642,65026,29670370000000,-12899409,98.258644,0,-838797000000,6389366.5,0,456284700
643,104946,34271622000000,-13905079,99.491005,0,-1459282400000,10441183,0,326564350
644,98846,32729431000000,-14071928,99.899765,0,-1390953800000,9874692,0,331115400
645,124040,37868850000000,-15177991,101.77966,0,-1882678000000,12624749,0,305295460
646,113199,35246690000000,-15414230,102.30027,0,-1744875400000,11580288,0,311369280
647,64993,38484807000000,-15763538,104.4116,0,-1024519630000,6786023,0,592137700
648,105054,44446817000000,-16985248,105.68606,0,-1784368300000,11102743,0,423085440
649,98966,42541462000000,-17179582,106.111664,0,-1700194500000,10501447,0,429859360
650,124622,49200285000000,-18505474,108.18665,0,-2306189300000,13482437,0,394796130
651,113661,45686242000000,-18783874,108.79077,0,-2134993900000,12365268,0,401951780
652,65052,49797370000000,-19216704,110.99419,0,-1250085000000,7220394,0,765501000
653,104946,57474913000000,-20690536,112.54209,0,-2171389000000,11810842,0,547661760
654,98824,54956086000000,-20920290,113.03353,0,-2067426800000,11170426,0,556100600
655,124114,63564967000000,-22524674,115.42097,0,-2795627300000,14325358,0,512149860
656,113245,59251230000000,-22854946,116.088776,0,-2588208300000,13146473,0,523212770
657,65064,64603585000000,-23358256,118.65273,0,-1519781500000,7720021.5,0,992923650
658,104952,74815490000000,-25188344,120.34653,0,-2643567000000,12630609,0,712854340
659,99039,71485650000000,-25480234,120.888214,0,-2523536800000,11972648,0,721792960
660,124344,82714140000000,-27448868,123.3918,0,-3413102000000,15343030,0,665204100
661,113429,76944830000000,-27853582,124.18317,0,-3159404000000,14085972,0,678352400
662,65057,83872540000000,-28483974,126.71436,0,-1853081900000,8243656.5,0,1289216300
663,104866,96865600000000,-30693152,128.5797,0,-3218668000000,13483639,0,923708350
664,98786,92703610000000,-31045788,129.13977,0,-3066889200000,12757202,0,938428600
665,124384,107022670000000,-33360246,131.89674,0,-4149480800000,16405845,0,860421500
666,113312,99539580000000,-33871572,132.6569,0,-3838055500000,15031620,0,878455800
667,65109,108578640000000,-34599492,135.3076,0,-2252738400000,8809743,0,1667644200
668,105038,125589820000000,-37263650,137.44806,0,-3914099000000,14437269,0,1195660800
669,99080,119889140000000,-37681148,138.08864,0,-3733448000000,13681822,0,1210023600
670,124270,138528160000000,-40614730,140.96518,0,-5047192000000,17517742,0,1114735400
671,113332,128634380000000,-41215268,141.8022,0,-4671008700000,16070727,0,1135022600
672,64921,141156100000000,-42146750,144.68939,0,-2736209300000,9393380,0,2174274800
673,105376,163109450000000,-45435012,146.8252,0,-4787760000000,15471852,0,1547880400
674,99263,155639150000000,-45992132,147.42075,0,-4565317000000,14633426,0,1567947300
675,124430,180106550000000,-49544980,150.41226,0,-6164882000000,18715798,0,1447452800
676,113554,168036450000000,-50305828,151.30925,0,-5712428000000,17181770,0,1479793300
677,65281,182921900000000,-51552580,154.49359,0,-3365404000000,10085496,0,2802069500
678,105000,211306800000000,-55663750,156.60501,0,-5844694000000,16443526,0,2012445700
679,98865,202208020000000,-56284550,157.43301,0,-5564572000000,15564615,0,2045294200
680,124256,234134250000000,-60634772,160.56233,0,-7534234000000,19950834,0,1884289300
681,113437,217695720000000,-61542812,161.52841,0,-6981232000000,18323298,0,1919089200
682,64980,237084310000000,-62970084,164.98793,0,-4091796000000,10720916,0,3648573400
683,104672,274294040000000,-67864730,167.44861,0,-7103536700000,17527180,0,2620510200
684,98753,262278700000000,-68637890,168.1072,0,-6778197600000,16601090,0,2655906300
685,124336,303046500000000,-73895656,171.33452,0,-9187890000000,21303048,0,2437319000
686,113284,283149640000000,-75043976,172.31036,0,-8501281700000,19520008,0,2499467300
687,65255,308009920000000,-76723624,175.87119,0,-5006600000000,11476474,0,4720097000
688,104860,355630700000000,-82661704,178.58037,0,-8667906000000,18725938,0,3391481000
689,98731,340436150000000,-83608936,179.34778,0,-8254794000000,17707186,0,3448118300
690,124220,394034400000000,-89955450,182.94131,0,-11174265000000,22724970,0,3172068900
691,113399,366085300000000,-91329610,184.0023,0,-10356687000000,20865678,0,3228294000
692,64941,399106880000000,-93296536,188.03696,0,-6058770000000,12211308,0,6145684500
693,104822,460627560000000,-100548600,190.44101,0,-10539705000000,19962408,0,4394379000
694,98684,440308500000000,-101686100,191.32698,0,-10034791000000,18880912,0,4461802500
695,123998,509769130000000,-109447290,195.24852,0,-13571245000000,24210426,0,4111107600
696,113216,475050200000000,-111080990,196.40512,0,-12576146000000,22236202,0,4195963400
697,65028,518761350000000,-113686664,200.58575,0,-7392816300000,13043690,0,7977507300
