generation,total_organisms,total_energy,avg_speed,avg_size,avg_reproduction_threshold,total_speed,total_size,total_reproduction_threshold,avg_energy
413,6913,26214.06,0.17252623,1.6084937,5.3520536,1192.6738,11119.517,36998.746,3.7919948
414,6441,25328.611,0.17307675,1.6049424,5.3625054,1114.7874,10337.435,34539.9,3.9324036
415,6452,24452.445,0.1654517,1.6047773,5.376214,1067.4944,10354.023,34687.332,3.7899017
416,6058,-340282350000000000000000000000000000000,0.16335006,1.601863,5.3888216,989.5747,9704.086,32645.482,-56170740000000000000000000000000000
417,5644,22450.828,0.16234684,1.5998899,5.3950744,916.2855,9029.778,30449.799,3.977822
418,5630,21388.395,0.15650259,1.5982918,5.406354,881.10956,8998.383,30437.773,3.7990043
419,5226,-inf,0.15357542,1.5944216,5.422584,802.58514,8332.447,28338.424,-inf
420,4847,19571.15,0.15512878,1.5890276,5.442609,751.9092,7702.017,26380.324,4.0377865
421,4816,18552.191,0.14651223,1.5866296,5.455366,705.6029,7641.2085,26273.043,3.8521993
422,4451,-340282350000000000000000000000000000000,0.14497931,1.581955,5.479011,645.3029,7041.2817,24387.078,-76450765000000000000000000000000000
423,4111,16903.57,0.14519644,1.5759188,5.503896,596.9025,6478.602,22626.518,4.11179
424,4109,15972.703,0.13954313,1.5742092,5.5143604,573.38275,6468.426,22658.508,3.8872483
425,3804,-inf,0.14095612,1.5668588,5.5403624,536.1971,5960.3306,21075.54,-inf
426,3507,14460.561,0.14360791,1.5632595,5.5599675,503.63297,5482.351,19498.807,4.123342
427,3484,13639.471,0.1449613,1.5578557,5.577738,505.04514,5427.5693,19432.838,3.9148881
428,3229,-340282350000000000000000000000000000000,0.14860263,1.5532436,5.5906734,479.83792,5015.424,18052.285,-105383200000000000000000000000000000
429,2990,12368.905,0.15005293,1.550233,5.606089,448.6583,4635.197,16762.207,4.136758
430,2963,11768.797,0.14696707,1.5525683,5.6089125,435.4634,4600.26,16619.207,3.9719193
431,2741,11144.608,0.15370356,1.5418979,5.629251,421.30145,4226.3423,15429.776,4.0658913
432,2528,10576.245,0.1571002,1.5394996,5.638286,397.1493,3891.855,14253.587,4.1836414
433,2500,10074.84,0.15838781,1.537827,5.6556525,395.9695,3844.5676,14139.132,4.029936
434,2298,-340282350000000000000000000000000000000,0.1672694,1.5316792,5.677248,384.38507,3519.7988,13046.316,-148077610000000000000000000000000000
435,2095,8958.6455,0.17040502,1.5325512,5.6860785,356.9985,3210.6946,11912.335,4.276203
436,2060,8431.035,0.1723524,1.5287697,5.709857,355.04596,3149.2656,11762.306,4.0927353
437,1869,-340282350000000000000000000000000000000,0.18054914,1.5219084,5.742874,337.44635,2844.4468,10733.432,-182066540000000000000000000000000000
438,1680,7291.2764,0.18616077,1.5139354,5.7717047,312.7501,2543.4116,9696.464,4.3400455
439,1633,6785.235,0.18377927,1.5111789,5.8137236,300.11154,2467.7551,9493.811,4.155073
440,1477,6360.245,0.1919321,1.5031191,5.8623247,283.4837,2220.107,8658.653,4.306192
441,1339,6041.5522,0.19802335,1.4967047,5.899801,265.15326,2004.0876,7899.8335,4.511988
442,1325,5486.865,0.19492713,1.4953076,5.9203124,258.27844,1981.2825,7844.414,4.1410303
443,1176,-340282350000000000000000000000000000000,0.2033039,1.487832,5.960773,239.08539,1749.6904,7009.869,-289355730000000000000000000000000000
444,1048,4804.172,0.20472851,1.4831094,6.01058,214.55548,1554.2986,6299.088,4.5841336
445,1036,4477.406,0.21074206,1.4745934,6.0387235,218.32877,1527.6787,6256.1177,4.3218203
446,950,4234.941,0.2215805,1.46627,6.061458,210.50148,1392.9564,5758.3853,4.4578323
447,880,4005.8464,0.21975541,1.4653106,6.080421,193.38477,1289.4733,5350.7705,4.5520983
448,881,3800.4355,0.20730166,1.4747542,6.0891156,182.63277,1299.2584,5364.5107,4.3137746
449,818,3643.4844,0.2134864,1.4709907,6.0955734,174.63188,1203.2704,4986.179,4.4541373
450,775,3390.6633,0.20410918,1.4795724,6.0996385,158.18462,1146.6686,4727.2197,4.3750496
451,707,3213.43,0.20339632,1.4831874,6.1047325,143.8012,1048.6135,4316.046,4.5451627
452,646,3031.507,0.2033077,1.482931,6.104271,131.33678,957.97345,3943.359,4.692735
453,635,2770.243,0.19839129,1.4841363,6.113361,125.97847,942.4266,3881.9841,4.3625875
454,569,2596.5068,0.2051055,1.4729148,6.140534,116.70503,838.08856,3493.9639,4.563281
455,505,2408.207,0.19727701,1.4827787,6.153863,99.62489,748.8032,3107.7007,4.768727
456,491,2157.5125,0.19460413,1.4815203,6.130747,95.55063,727.42645,3010.1968,4.3941193
457,428,1949.7572,0.19674529,1.4890933,6.157171,84.206985,637.3319,2635.269,4.5555077
458,367,1729.1285,0.19653624,1.4885659,6.154984,72.1288,546.3037,2258.8792,4.711522
459,344,1492.8291,0.19295076,1.4869229,6.134071,66.37506,511.50146,2110.1204,4.3396196
460,277,1267.7249,0.18002051,1.4936217,6.148943,49.86568,413.73322,1703.2572,4.576624
461,221,1037.1267,0.18001886,1.5012872,6.097601,39.78417,331.7845,1347.5698,4.692881
462,185,805.8952,0.17461567,1.5154161,6.0476036,32.303898,280.352,1118.8066,4.35619
463,131,598.2707,0.16777757,1.5268018,6.037602,21.97886,200.01103,790.92584,4.5669518
464,90,421.9783,0.16471425,1.5604055,5.95404,14.824283,140.4365,535.8636,4.6886477
465,58,275.6625,0.14846863,1.5775056,5.856335,8.61118,91.49532,339.66745,4.752802
466,35,135.7173,0.21478087,1.5006456,5.7168403,7.51733,52.5226,200.08942,3.8776371
467,19,75.55622,0.17756827,1.5810819,5.4596677,3.3737972,30.040556,103.73369,3.9766433
468,11,46.459362,0.13145316,1.6226014,5.4023285,1.4459847,17.848616,59.425613,4.2235785
469,7,21.853643,0.073462784,1.7791948,5.242064,0.5142395,12.454364,36.694447,3.121949
470,2,5.811753,0.19875598,2.1445749,5.3371744,0.39751196,4.2891498,10.674349,2.9058764
